id,host_id,district,neighbourhood,latitude,longitude,room_type,price,min_stay,reviews,last_review,reviews_per_month,host_listings
37141250,130160811,Sant Andreu,el Congrés i els Indians,41.4226,2.18265,Entire home/apt,32,30,1,2019-09-25,0.65,4
37141406,270219415,Ciutat Vella,el Raval,41.38483,2.1651,Entire home/apt,140,6,1,2019-08-10,0.33,2
37141620,251607382,Sant Martí,el Besòs i el Maresme,41.41903,2.2104,Entire home/apt,99,1,10,2019-10-25,3,1
37141742,279377215,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3876,2.17961,Private room,60,1,7,2019-10-28,2.14,2
37141937,6076969,Sant Martí,el Poblenou,41.40592,2.20367,Private room,30,32,1,2019-09-30,0.73,1
37142030,278179815,Ciutat Vella,el Raval,41.37514,2.16934,Entire home/apt,235,30,0,NA,NA,1
37142070,148946579,Gràcia,la Vila de Gràcia,41.40474,2.15922,Entire home/apt,33,32,0,NA,NA,11
37142845,279386407,Sants-Montjuïc,Hostafrancs,41.37239,2.14479,Private room,32,2,11,2019-11-01,3.4,1
37143001,11538337,Sant Martí,el Poblenou,41.40164,2.19921,Entire home/apt,100,32,1,2019-09-20,0.59,1
37143287,262389093,Ciutat Vella,el Raval,41.38355,2.16922,Entire home/apt,49,3,7,2019-11-07,5.38,1
37143872,279393201,Sants-Montjuïc,Hostafrancs,41.37501,2.14214,Private room,25,3,6,2019-08-25,1.82,1
37144492,4396136,Eixample,la Dreta de l'Eixample,41.39998,2.1643,Entire home/apt,90,3,0,NA,NA,35
37145224,279402135,Ciutat Vella,el Raval,41.37682,2.16655,Private room,45,3,15,2019-11-05,5.42,2
37146123,2012775,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40864,2.14505,Entire home/apt,90,4,2,2019-08-26,0.63,1
37146136,253242182,Ciutat Vella,el Raval,41.38454,2.16434,Private room,45,2,0,NA,NA,1
37147185,248207392,Sants-Montjuïc,la Bordeta,41.37201,2.14194,Private room,39,1,22,2019-11-09,6.95,1
37148204,10531070,Eixample,la Nova Esquerra de l'Eixample,41.37912,2.15148,Private room,25,1,15,2019-11-01,4.84,22
37148769,4156885,Ciutat Vella,el Raval,41.38176,2.16395,Private room,47,1,11,2019-10-26,4.23,1
37149312,70031230,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40215,2.14691,Private room,39,1,10,2019-11-03,3,2
37149427,11197627,Ciutat Vella,el Barri Gòtic,41.38003,2.17485,Entire home/apt,80,31,6,2019-10-20,2.31,1
37149841,279438309,Sants-Montjuïc,la Bordeta,41.37028,2.13573,Private room,28,4,1,2019-08-23,0.38,2
37150257,10531070,Eixample,l'Antiga Esquerra de l'Eixample,41.39178,2.15316,Private room,35,1,15,2019-11-03,5.77,22
37150597,253015539,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40771,2.16406,Private room,40,1,8,2019-10-05,2.47,3
37150781,130617746,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38503,2.18602,Entire home/apt,39,1,6,2019-10-18,3.75,1
37150887,211078471,Les Corts,la Maternitat i Sant Ramon,41.37604,2.11359,Private room,35,1,10,2019-10-23,3.09,8
37155705,224373551,Eixample,la Nova Esquerra de l'Eixample,41.38781,2.14959,Private room,40,2,0,NA,NA,4
37156171,42877181,Sant Martí,el Besòs i el Maresme,41.41334,2.2163,Entire home/apt,60,30,2,2019-10-31,0.88,2
37163982,279637489,Ciutat Vella,el Raval,41.37776,2.17407,Private room,99,1,17,2019-11-01,5.15,2
37167649,279661360,Ciutat Vella,el Raval,41.38085,2.17095,Entire home/apt,45,31,1,2019-09-30,0.73,1
37168352,127701734,Sants-Montjuïc,el Poble Sec,41.37111,2.15736,Entire home/apt,59,2,0,NA,NA,9
37168501,37791095,Sant Martí,el Poblenou,41.40224,2.20507,Private room,35,30,0,NA,NA,1
37168640,127701734,Sants-Montjuïc,el Poble Sec,41.37322,2.15959,Entire home/apt,79,2,0,NA,NA,9
37168783,106061147,Ciutat Vella,el Barri Gòtic,41.38599,2.17453,Private room,30,30,0,NA,NA,1
37168822,66795566,Sants-Montjuïc,Sants,41.37402,2.13992,Private room,30,30,0,NA,NA,1
37169079,279670659,Sant Martí,el Poblenou,41.39567,2.20107,Private room,41,1,17,2019-10-22,5,1
37169147,33314396,Gràcia,la Vila de Gràcia,41.40606,2.16052,Private room,20,1,9,2019-11-04,4.91,2
37169161,20106324,Ciutat Vella,la Barceloneta,41.37933,2.19035,Entire home/apt,35,30,2,2019-10-20,1.11,3
37169516,2565364,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38456,2.18111,Entire home/apt,53,32,0,NA,NA,2
37169637,177362220,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38313,2.18209,Entire home/apt,85,1,8,2019-10-26,2.79,2
37170124,22558299,Eixample,Sant Antoni,41.38174,2.16345,Private room,22,6,5,2019-11-02,1.72,1
37171646,10531070,Eixample,l'Antiga Esquerra de l'Eixample,41.39072,2.15171,Private room,26,1,10,2019-11-03,3.09,22
37171812,200446651,Ciutat Vella,el Barri Gòtic,41.38184,2.17612,Private room,89,3,7,2019-10-17,3.09,2
37172308,10531070,Eixample,la Nova Esquerra de l'Eixample,41.37961,2.15215,Private room,14,1,6,2019-11-03,1.91,22
37172765,19568982,Sants-Montjuïc,el Poble Sec,41.37138,2.15793,Private room,10,3,12,2019-10-30,3.43,6
37173181,279720654,Ciutat Vella,el Raval,41.38036,2.16444,Entire home/apt,75,2,5,2019-10-04,1.5,2
37173359,279716482,Sant Martí,el Poblenou,41.40212,2.20632,Entire home/apt,99,3,9,2019-10-27,2.78,1
37173857,19568982,Sants-Montjuïc,el Poble Sec,41.37323,2.1591,Private room,10,4,12,2019-10-23,3.43,6
37174238,279727329,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38314,2.18156,Entire home/apt,40,32,0,NA,NA,1
37174409,154040549,Eixample,la Dreta de l'Eixample,41.38899,2.16566,Private room,79,1,10,2019-11-06,4.41,7
37174417,181688018,Eixample,la Dreta de l'Eixample,41.38707,2.16743,Entire home/apt,109,1,9,2019-10-23,3.33,6
37175517,231771831,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3851,2.18671,Entire home/apt,139,3,0,NA,NA,3
37176745,279749371,Eixample,la Nova Esquerra de l'Eixample,41.37974,2.14642,Private room,39,1,29,2019-10-24,9.06,1
37177090,49865095,Sants-Montjuïc,el Poble Sec,41.3734,2.1662,Private room,28,15,3,2019-08-24,0.97,1
37179002,279764200,Ciutat Vella,el Raval,41.37674,2.17379,Private room,120,2,0,NA,NA,4
37179200,115346751,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38204,2.18233,Entire home/apt,150,3,5,2019-11-02,3.19,1
37182659,256394077,Sants-Montjuïc,la Bordeta,41.3738,2.14074,Private room,40,1,26,2019-11-01,7.96,1
37184490,150164588,Sants-Montjuïc,el Poble Sec,41.37395,2.1646,Entire home/apt,150,1,4,2019-10-13,1.43,2
37184668,150164588,Eixample,Sant Antoni,41.37529,2.16637,Entire home/apt,150,1,5,2019-10-20,2.68,2
37190676,243097328,Eixample,el Fort Pienc,41.39368,2.1803,Private room,22,32,1,2019-11-06,1,5
37191209,279940974,Eixample,la Nova Esquerra de l'Eixample,41.38402,2.14717,Entire home/apt,120,3,7,2019-10-23,2.63,2
37191335,127701734,Ciutat Vella,el Barri Gòtic,41.38111,2.17602,Entire home/apt,79,2,0,NA,NA,9
37191887,127701734,Sants-Montjuïc,el Poble Sec,41.37345,2.15949,Entire home/apt,79,2,0,NA,NA,9
37192594,127701734,Ciutat Vella,el Raval,41.37913,2.16798,Entire home/apt,79,2,0,NA,NA,9
37196762,279973126,Sant Martí,el Parc i la Llacuna del Poblenou,41.39429,2.18972,Private room,30,3,5,2019-10-06,2,2
37197360,32144542,Eixample,la Dreta de l'Eixample,41.39184,2.17749,Private room,19,30,1,2019-09-04,0.45,1
37198489,127701734,Sants-Montjuïc,el Poble Sec,41.37321,2.15886,Entire home/apt,79,2,0,NA,NA,9
37198592,203706198,Ciutat Vella,el Raval,41.38023,2.17323,Private room,80,2,9,2019-10-05,3.1,1
37198630,271504446,Eixample,la Sagrada Família,41.40454,2.17347,Private room,50,2,2,2019-09-29,0.65,4
37199622,280000617,Eixample,la Dreta de l'Eixample,41.38651,2.16803,Private room,60,2,15,2019-11-01,4.89,1
37201377,3129820,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38827,2.17791,Private room,89,1,2,2019-10-15,1.87,2
37201536,100715561,Eixample,la Dreta de l'Eixample,41.3886,2.16724,Entire home/apt,110,1,1,2019-10-27,1,1
37201753,299462,Nou Barris,Porta,41.43079,2.17758,Entire home/apt,125,1,13,2019-10-27,4.43,69
37202508,170634953,Sant Andreu,el Bon Pastor,41.43436,2.20251,Private room,45,2,3,2019-10-14,1.3,4
37203599,45294870,Eixample,el Fort Pienc,41.39981,2.18366,Entire home/apt,150,2,2,2019-09-22,0.87,1
37204008,226753483,Sant Martí,el Camp de l'Arpa del Clot,41.40741,2.18231,Private room,32,1,8,2019-10-06,2.53,4
37204353,279767780,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38875,2.17828,Entire home/apt,52,1,5,2019-10-23,1.79,2
37204562,280042827,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39464,2.14843,Private room,54,3,0,NA,NA,2
37205620,153943393,Eixample,la Dreta de l'Eixample,41.39372,2.15995,Entire home/apt,199,1,8,2019-10-01,2.4,7
37207249,2346691,Ciutat Vella,el Barri Gòtic,41.38023,2.17698,Entire home/apt,39,2,0,NA,NA,15
37207304,277842569,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39717,2.14235,Private room,59,90,1,2019-08-26,0.39,5
37207337,153943393,Eixample,la Dreta de l'Eixample,41.39575,2.16122,Entire home/apt,199,31,8,2019-10-10,2.89,7
37207854,251718662,Ciutat Vella,el Raval,41.37867,2.1677,Entire home/apt,50,1,9,2019-10-14,2.9,1
37207924,2346691,Ciutat Vella,el Barri Gòtic,41.38051,2.17634,Entire home/apt,79,2,2,2019-10-31,2,15
37208361,2346691,Ciutat Vella,el Barri Gòtic,41.37931,2.17816,Entire home/apt,39,2,1,2019-11-05,1,15
37208715,280077888,Sants-Montjuïc,la Font de la Guatlla,41.37216,2.14886,Private room,100,3,0,NA,NA,1
37209414,13126226,Eixample,la Sagrada Família,41.40779,2.17072,Private room,38,2,11,2019-10-16,3.84,3
37211569,217718797,Ciutat Vella,el Raval,41.37612,2.16869,Entire home/apt,129,1,13,2019-11-07,4.76,1
37211685,279685051,Horta-Guinardó,el Carmel,41.42517,2.15416,Entire home/apt,113,1,0,NA,NA,1
37212056,15892125,Sant Martí,el Clot,41.41348,2.19029,Private room,39,1,11,2019-10-20,3.71,7
37212378,9929616,Eixample,la Nova Esquerra de l'Eixample,41.38284,2.15312,Private room,25,3,1,2019-08-16,0.35,4
37212493,15892125,Sant Martí,el Clot,41.41416,2.19122,Private room,35,1,10,2019-10-15,3.41,7
37213321,226753483,Sant Martí,el Camp de l'Arpa del Clot,41.40809,2.18231,Private room,44,1,10,2019-10-27,3.16,4
37213568,27095343,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38398,2.18567,Private room,70,2,5,2019-10-02,1.65,1
37213661,280166286,Ciutat Vella,el Raval,41.37805,2.16446,Private room,30,2,20,2019-11-02,6.67,2
37213869,226753483,Sant Martí,el Camp de l'Arpa del Clot,41.4088,2.18074,Private room,32,1,6,2019-09-15,2,4
37215146,226753483,Sant Martí,el Camp de l'Arpa del Clot,41.40836,2.18096,Private room,32,1,9,2019-10-16,2.81,4
37221699,42368570,Sant Martí,Sant Martí de Provençals,41.41385,2.19592,Entire home/apt,85,30,1,2019-11-01,1,2
37223048,33631790,Eixample,la Nova Esquerra de l'Eixample,41.38101,2.15261,Private room,35,1,15,2019-10-26,4.37,7
37224387,183188055,Eixample,Sant Antoni,41.38123,2.15985,Private room,31,2,1,2019-09-30,0.73,1
37224569,172702665,Sants-Montjuïc,Hostafrancs,41.37219,2.14516,Private room,49,1,4,2019-10-14,1.22,1
37227763,163148447,Ciutat Vella,el Barri Gòtic,41.37992,2.1768,Entire home/apt,150,2,4,2019-10-23,2.31,2
37227914,280280512,Eixample,la Nova Esquerra de l'Eixample,41.37965,2.15352,Entire home/apt,120,3,12,2019-10-25,3.87,6
37228102,279667596,Horta-Guinardó,el Baix Guinardó,41.40894,2.17002,Private room,65,3,0,NA,NA,1
37229476,4396136,Sants-Montjuïc,el Poble Sec,41.37138,2.15735,Entire home/apt,90,3,2,2019-10-17,1.09,35
37229482,4396136,Sants-Montjuïc,el Poble Sec,41.3715,2.15763,Entire home/apt,90,3,3,2019-10-06,0.94,35
37229499,127902893,Ciutat Vella,el Raval,41.37972,2.17253,Private room,30,1,3,2019-08-21,0.97,1
37229735,280297249,Sant Martí,el Camp de l'Arpa del Clot,41.40776,2.18297,Private room,16,31,0,NA,NA,1
37229893,35936647,Eixample,l'Antiga Esquerra de l'Eixample,41.38814,2.15755,Entire home/apt,300,1,10,2019-10-10,3.49,17
37230211,8028699,Sant Martí,el Poblenou,41.39868,2.20085,Private room,45,4,0,NA,NA,2
37230752,279983971,Eixample,la Dreta de l'Eixample,41.3893,2.169,Private room,79,3,2,2019-08-24,0.73,2
37230778,262036319,Sants-Montjuïc,el Poble Sec,41.37415,2.16727,Private room,40,1,12,2019-10-17,3.64,7
37230816,41400844,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40882,2.21669,Private room,32,1,9,2019-11-03,3.75,3
37230973,41400844,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40909,2.21582,Private room,38,1,11,2019-10-29,3.63,3
37232145,158023606,Ciutat Vella,el Raval,41.38216,2.17104,Entire home/apt,65,1,0,NA,NA,128
37232180,158023606,Ciutat Vella,el Raval,41.38102,2.17064,Entire home/apt,67,1,0,NA,NA,128
37232368,106937585,Eixample,l'Antiga Esquerra de l'Eixample,41.38576,2.15979,Private room,25,1,7,2019-11-05,2.26,10
37232478,279983971,Eixample,la Dreta de l'Eixample,41.38943,2.16966,Private room,79,3,0,NA,NA,2
37233214,106937585,Eixample,l'Antiga Esquerra de l'Eixample,41.38567,2.16017,Private room,25,1,19,2019-11-05,5.94,10
37233218,299462,Nou Barris,Porta,41.4309,2.1793,Entire home/apt,139,1,13,2019-10-24,4.29,69
37233514,106937585,Eixample,l'Antiga Esquerra de l'Eixample,41.38545,2.16151,Private room,20,1,7,2019-10-23,3.68,10
37234814,106937585,Eixample,l'Antiga Esquerra de l'Eixample,41.3855,2.16007,Private room,35,1,15,2019-11-06,5.62,10
37235215,4396136,Sants-Montjuïc,el Poble Sec,41.37154,2.1579,Entire home/apt,81,3,3,2019-09-24,1.45,35
37235220,4396136,Sants-Montjuïc,el Poble Sec,41.37187,2.15818,Entire home/apt,90,3,2,2019-10-09,1.33,35
37235233,4396136,Sants-Montjuïc,el Poble Sec,41.37195,2.15883,Entire home/apt,90,3,3,2019-10-12,1.64,35
37235404,280334528,Sants-Montjuïc,Sants,41.37855,2.13173,Private room,85,1,9,2019-10-23,2.78,1
37236440,280042827,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39795,2.14241,Private room,54,3,2,2019-10-23,1.25,2
37236764,275815529,Ciutat Vella,el Barri Gòtic,41.38054,2.18087,Private room,75,2,8,2019-10-28,2.7,2
37238226,181688018,Eixample,la Dreta de l'Eixample,41.38894,2.16648,Entire home/apt,119,1,17,2019-10-24,6.46,6
37239135,280359242,Ciutat Vella,el Raval,41.37971,2.16667,Entire home/apt,100,1,7,2019-10-21,2.69,1
37239550,220894854,Ciutat Vella,el Barri Gòtic,41.38234,2.17609,Entire home/apt,63,31,0,NA,NA,1
37239906,14848649,Les Corts,la Maternitat i Sant Ramon,41.37971,2.12841,Entire home/apt,60,30,0,NA,NA,1
37241377,237230415,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38366,2.18521,Entire home/apt,80,3,4,2019-10-14,1.69,1
37241528,91353250,Ciutat Vella,el Raval,41.37755,2.17327,Entire home/apt,170,4,7,2019-10-27,2.39,1
37241926,280018626,Ciutat Vella,el Raval,41.37977,2.16663,Private room,68,3,5,2019-10-18,1.72,2
37242650,246830811,Ciutat Vella,el Barri Gòtic,41.38158,2.17455,Private room,60,1,17,2019-10-24,5.37,6
37243528,6947696,Ciutat Vella,el Raval,41.38462,2.16753,Private room,65,6,1,2019-08-08,0.32,2
37243943,280395753,Ciutat Vella,el Barri Gòtic,41.38641,2.17408,Entire home/apt,99,5,2,2019-09-08,0.61,1
37244184,241495401,Ciutat Vella,el Raval,41.37909,2.16807,Entire home/apt,80,3,6,2019-10-25,1.84,1
37245035,59231435,Sant Martí,el Parc i la Llacuna del Poblenou,41.40125,2.18913,Private room,26,1,19,2019-11-04,6.06,1
37245186,7561555,Ciutat Vella,el Barri Gòtic,41.38009,2.17919,Entire home/apt,120,2,8,2019-10-21,3.08,1
37245358,262036319,Sants-Montjuïc,el Poble Sec,41.37415,2.16841,Private room,40,1,11,2019-10-24,3.98,7
37246518,262036319,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40014,2.14987,Private room,40,1,8,2019-10-11,2.45,7
37246958,262036319,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40049,2.14959,Private room,40,1,9,2019-10-19,3,7
37247252,280417102,Ciutat Vella,la Barceloneta,41.37887,2.18941,Entire home/apt,40,31,1,2019-09-30,0.73,2
37247486,15892125,Sant Andreu,Navas,41.41439,2.18982,Private room,55,1,15,2019-10-25,4.79,7
37247579,35280147,Sants-Montjuïc,el Poble Sec,41.37295,2.15812,Entire home/apt,60,3,4,2019-10-24,1.24,2
37248847,11237916,Eixample,el Fort Pienc,41.40229,2.18294,Entire home/apt,150,30,0,NA,NA,1
37249691,280434603,Eixample,la Sagrada Família,41.40154,2.17557,Private room,50,2,16,2019-10-29,5.22,1
37250504,3937003,Gràcia,la Vila de Gràcia,41.40824,2.15283,Entire home/apt,50,32,0,NA,NA,8
37250544,194270248,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38907,2.18451,Entire home/apt,180,4,8,2019-11-07,2.89,12
37251220,194270248,Ciutat Vella,la Barceloneta,41.37922,2.19207,Entire home/apt,100,4,7,2019-10-26,2.44,12
37251537,280447156,Nou Barris,la Trinitat Nova,41.44854,2.18112,Private room,23,1,5,2019-09-18,1.55,2
37252166,128282041,Ciutat Vella,el Barri Gòtic,41.38223,2.18027,Entire home/apt,55,31,2,2019-11-07,0.85,1
37252228,194270248,Ciutat Vella,el Barri Gòtic,41.38135,2.18095,Entire home/apt,170,4,8,2019-11-03,4,12
37252521,280455133,Eixample,Sant Antoni,41.37535,2.15277,Entire home/apt,169,4,6,2019-10-23,3.27,1
37252541,162631481,Ciutat Vella,el Raval,41.38376,2.1695,Entire home/apt,110,2,6,2019-11-02,2.25,1
37253025,280459991,Ciutat Vella,el Raval,41.38254,2.16583,Entire home/apt,120,3,7,2019-10-08,2.33,2
37253230,73065876,Sants-Montjuïc,Hostafrancs,41.37778,2.14617,Entire home/apt,120,1,8,2019-10-07,3,1
37253929,77928628,Gràcia,la Vila de Gràcia,41.40258,2.15691,Entire home/apt,250,5,0,NA,NA,1
37255126,280447156,Nou Barris,la Trinitat Nova,41.448480000000004,2.18082,Private room,23,1,6,2019-10-09,1.75,2
37255377,280487109,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38771,2.18158,Entire home/apt,120,3,14,2019-10-20,4.67,1
37261239,49861895,Eixample,Sant Antoni,41.38009,2.15984,Entire home/apt,200,3,2,2019-10-21,1.82,1
37264532,233595498,Sants-Montjuïc,Sants,41.37854,2.13339,Entire home/apt,120,3,3,2019-09-30,1.03,1
37267237,280562707,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40704,2.16177,Private room,50,2,1,2019-10-15,1,2
37267863,280563230,Sants-Montjuïc,el Poble Sec,41.37199,2.15735,Entire home/apt,60,3,0,NA,NA,20
37267951,221523574,Sant Martí,el Poblenou,41.39951,2.20498,Entire home/apt,70,32,0,NA,NA,1
37269245,280563230,Sant Martí,el Besòs i el Maresme,41.41795,2.22382,Entire home/apt,65,3,0,NA,NA,20
37269472,262036319,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39861,2.15175,Private room,40,1,10,2019-10-24,3.61,7
37269481,277842569,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39653,2.14112,Private room,78,90,0,NA,NA,5
37269745,125799706,Ciutat Vella,el Raval,41.37749,2.16875,Private room,45,2,2,2019-10-06,0.66,1
37269866,169839531,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39793,2.14239,Private room,60,2,1,2019-08-16,0.35,2
37270371,241657080,Sants-Montjuïc,el Poble Sec,41.37327,2.15709,Entire home/apt,70,1,6,2019-10-22,2.57,1
37271148,280582099,Eixample,la Dreta de l'Eixample,41.39375,2.17217,Private room,70,1,1,2019-08-01,0.3,1
37271329,47171261,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38561,2.18035,Entire home/apt,68,32,0,NA,NA,49
37271875,4396136,Eixample,la Dreta de l'Eixample,41.39879,2.16502,Entire home/apt,90,3,3,2019-10-01,0.95,35
37271883,4396136,Eixample,la Dreta de l'Eixample,41.39941,2.16498,Entire home/apt,90,3,5,2019-10-26,2.38,35
37272468,13126226,Eixample,la Sagrada Família,41.40809,2.17274,Private room,32,3,0,NA,NA,3
37272485,4396136,Eixample,la Dreta de l'Eixample,41.39809,2.16566,Entire home/apt,90,3,5,2019-10-31,2.68,35
37272558,5543127,Ciutat Vella,el Raval,41.37888,2.16678,Entire home/apt,77,32,0,NA,NA,15
37273767,280610162,Sants-Montjuïc,el Poble Sec,41.37165,2.16522,Private room,70,2,17,2019-11-03,6,1
37274478,280615468,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38374,2.18281,Entire home/apt,90,1,10,2019-10-23,3.9,1
37275279,10380563,Eixample,l'Antiga Esquerra de l'Eixample,41.39224,2.15676,Entire home/apt,63,3,1,2019-10-20,1,44
37275926,10380563,Eixample,l'Antiga Esquerra de l'Eixample,41.39091,2.15758,Entire home/apt,63,3,1,2019-10-02,0.77,44
37276332,280627266,Ciutat Vella,el Barri Gòtic,41.38111,2.17529,Hotel room,230,2,6,2019-10-13,2.14,6
37276386,216914296,Eixample,la Nova Esquerra de l'Eixample,41.38148,2.14854,Private room,40,2,1,2019-09-22,0.61,2
37277035,280628631,Sants-Montjuïc,Sants,41.3761,2.13243,Private room,35,3,6,2019-10-16,1.98,1
37277124,280632398,Ciutat Vella,el Raval,41.3775,2.16732,Entire home/apt,87,2,11,2019-10-23,3.51,2
37277611,181688018,Eixample,la Dreta de l'Eixample,41.38661,2.16805,Entire home/apt,119,1,15,2019-11-06,5.42,6
37277801,4396136,Eixample,la Dreta de l'Eixample,41.39967,2.16569,Entire home/apt,90,32,1,2019-09-09,0.48,35
37278016,280627266,Ciutat Vella,el Barri Gòtic,41.38235,2.17604,Hotel room,230,1,11,2019-10-19,4.07,6
37278198,280627266,Ciutat Vella,el Barri Gòtic,41.38285,2.17499,Hotel room,230,1,6,2019-11-03,2.34,6
37278347,280627266,Ciutat Vella,el Barri Gòtic,41.38307,2.17603,Hotel room,230,1,16,2019-11-03,5.58,6
37278466,280627266,Ciutat Vella,el Barri Gòtic,41.38132,2.17654,Hotel room,240,1,5,2019-10-21,1.69,6
37278579,280627266,Ciutat Vella,el Barri Gòtic,41.38173,2.1747,Hotel room,400,1,5,2019-10-19,1.81,6
37278885,21162448,Eixample,la Dreta de l'Eixample,41.39946,2.17377,Entire home/apt,115,1,1,2019-10-20,1,2
37278896,4396136,Eixample,la Dreta de l'Eixample,41.39827,2.17015,Entire home/apt,150,3,0,NA,NA,35
37278949,3246867,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.39071,2.18326,Private room,35,2,1,2019-11-03,1,4
37279145,273987851,Ciutat Vella,el Raval,41.38008,2.1636,Private room,35,2,0,NA,NA,2
37279827,181688018,Eixample,la Dreta de l'Eixample,41.38651,2.1675,Entire home/apt,129,1,14,2019-11-06,4.42,6
37280191,279122326,Eixample,la Nova Esquerra de l'Eixample,41.37826,2.15261,Private room,41,1,13,2019-10-13,4.19,2
37281924,7587496,Gràcia,la Vila de Gràcia,41.40431,2.15567,Private room,35,31,1,2019-08-30,0.42,3
37282320,279764200,Ciutat Vella,el Raval,41.37678,2.17519,Private room,300,1,0,NA,NA,4
37282616,4585514,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38495,2.18317,Entire home/apt,64,32,0,NA,NA,1
37283460,280018626,Ciutat Vella,el Raval,41.38046,2.16747,Private room,68,3,3,2019-10-07,2.09,2
37283645,179717026,Ciutat Vella,el Raval,41.37699,2.17446,Private room,80,4,10,2019-11-06,3.09,2
37284035,154040549,Eixample,la Dreta de l'Eixample,41.39058,2.16491,Private room,29,1,11,2019-11-03,3.51,7
37284061,107032192,Ciutat Vella,el Barri Gòtic,41.38157,2.17485,Private room,40,3,4,2019-10-15,1.58,1
37284495,163127247,Les Corts,les Corts,41.39084,2.13772,Private room,52,1,19,2019-09-29,6.13,1
37284630,5146792,Sants-Montjuïc,el Poble Sec,41.37445,2.16864,Private room,40,2,5,2019-10-07,1.83,1
37284688,154040549,Eixample,la Dreta de l'Eixample,41.38882,2.1649,Private room,69,1,8,2019-10-30,3.81,7
37285385,7503624,Eixample,la Sagrada Família,41.40156,2.17502,Private room,100,1,0,NA,NA,4
37285774,154040549,Ciutat Vella,el Raval,41.38508,2.16839,Private room,69,1,8,2019-11-06,2.53,7
37286168,154040549,Eixample,la Dreta de l'Eixample,41.39012,2.1668,Private room,39,1,9,2019-11-05,3.18,7
37287465,163148447,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38951,2.18079,Entire home/apt,50,2,8,2019-10-10,3.08,2
37287750,46412459,Ciutat Vella,el Raval,41.37988,2.1729,Private room,79,1,17,2019-10-21,5.31,1
37288560,85934170,Eixample,la Sagrada Família,41.40676,2.18039,Private room,55,1,2,2019-10-27,2,1
37289078,280727255,Sant Martí,el Clot,41.40603,2.18359,Private room,70,1,16,2019-11-05,4.8,1
37289511,220801124,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38582,2.18167,Entire home/apt,125,1,11,2019-10-15,3.4,2
37291769,181688018,Eixample,la Dreta de l'Eixample,41.38633,2.16753,Entire home/apt,130,1,15,2019-10-27,4.64,6
37292297,181688018,Eixample,la Dreta de l'Eixample,41.38685,2.16645,Entire home/apt,149,1,6,2019-11-01,3.1,6
37293467,279637489,Ciutat Vella,el Raval,41.37926,2.16771,Private room,99,1,17,2019-10-30,5.37,2
37303497,157108035,Eixample,la Sagrada Família,41.40401,2.17231,Private room,70,3,1,2019-08-06,0.31,1
37303785,280831208,Ciutat Vella,el Barri Gòtic,41.383,2.17253,Private room,100,2,0,NA,NA,1
37304299,7506723,Ciutat Vella,el Barri Gòtic,41.38173,2.17318,Entire home/apt,48,32,0,NA,NA,3
37306643,280684784,Sants-Montjuïc,el Poble Sec,41.37314,2.1668,Private room,70,2,16,2019-11-01,5.16,2
37306655,266787446,Horta-Guinardó,la Vall d'Hebron,41.43192,2.14859,Private room,35,1,12,2019-10-06,3.79,1
37307219,280684784,Sants-Montjuïc,el Poble Sec,41.37277,2.16702,Private room,60,2,10,2019-11-06,3.49,2
37308077,172328150,Sants-Montjuïc,la Bordeta,41.37258,2.139,Private room,35,1,9,2019-11-03,2.93,1
